collection,collection.label,ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,classif3,classif3.label,classif4,classif4.label,classif5,classif5.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,14.3,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,13.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,11.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,11.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,9.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,8.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,7.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,7.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,7.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,6.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,6.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,EST,Estonia,BA:42,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,6.2,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,ETH,Ethiopia,FI:368,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,13.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,ETH,Ethiopia,FI:368,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,14.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,74.5,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,73.5,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,72.9,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,71.5,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,70.6,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,70.4,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,70.5,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,69.6,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,69.2,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,68.6,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,68.4,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,68.6,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FIN,Finland,FX:59,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,69.0,,,,,,,S3:24_S9:66,Data reference period: End of the year | Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,7.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,8.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,7.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,7.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,7.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,7.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,FRA,France,XX:8256,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,7.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,29.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,29.3,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,29.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,28.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,28.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,28.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,27.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,27.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,27.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,26.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,25.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,25.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GBR,United Kingdom,BA:666,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,25.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,25.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,25.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,25.3,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,24.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,24.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,24.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,24.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,24.0,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,23.2,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,22.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,22.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,21.3,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GRC,Greece,XX:8259,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,20.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GTM,Guatemala,BA:660,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,3.0,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GTM,Guatemala,BA:660,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,2.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,GTM,Guatemala,BA:660,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,2.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HKG,"Hong Kong, China",FI:236,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,23.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HKG,"Hong Kong, China",FI:236,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,23.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HKG,"Hong Kong, China",FI:236,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,23.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HRV,Croatia,FX:8248,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,38.0,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HRV,Croatia,FX:8248,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,34.0,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HRV,Croatia,FX:8248,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,33.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HRV,Croatia,FX:8248,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,32.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HRV,Croatia,FX:8248,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,31.2,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HRV,Croatia,FX:8248,Other administrative records and related sources,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,30.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,20.0,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,17.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,17.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,16.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,17.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,15.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,15.0,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,14.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,12.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,12.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,11.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,10.6,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,HUN,Hungary,XX:8261,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,10.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IDN,Indonesia,XX:8294,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,36.4,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IDN,Indonesia,XX:8294,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,27.8,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IDN,Indonesia,XX:8294,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,9.9,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IDN,Indonesia,XX:8294,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,9.2,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IDN,Indonesia,XX:8294,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,8.7,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IDN,Indonesia,XX:8294,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,8.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,IND,India,XX:8309,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,13.8,,,,,,,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
IR,Industrial relations,IND,India,XX:8309,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,12.9,,,,,,,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
IR,Industrial relations,IND,India,XX:8309,Other source,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,12.8,,,,,,,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,37.8,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,36.1,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,37.4,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,35.5,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2005,34.0,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2006,32.4,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2007,31.5,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2008,31.9,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2009,33.1,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2010,32.7,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2011,32.6,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2012,31.2,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,IRL,Ireland,BA:405,Labour force survey,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2013,29.6,,,,,,,S3:9_S9:66,Data reference period: Second quarter | Reference group coverage: Employees,
IR,Industrial relations,ISL,Iceland,FI:8263,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2001,88.1,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,ISL,Iceland,FI:8263,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2002,92.5,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,ISL,Iceland,FI:8263,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2003,95.2,,,,,,,S9:66,Reference group coverage: Employees,
IR,Industrial relations,ISL,Iceland,FI:8263,Records of workers' organizations,ILR_TUMT_NOC_RT,Trade union density rate (%),,,NOC_VALUE,Total: Value,,,,,,,,,2004,99.1,,,,,,,S9:66,Reference group coverage: Employees,
