"","age_cut","sido","q6_1","nn"
"85","g30","서울","베트남 ",1
"86","g30","서울","스위스 ",1
"87","g30","서울","싱가포르 ",2
"88","g30","서울","아이슬랜드 ",1
"89","g30","서울","오스트레일리아 ",2
"90","g30","서울","이디오피아 ",1
"91","g30","서울","이란 ",1
"92","g30","서울","이탈리아 ",1
"93","g30","서울","인도 ",1
"94","g30","서울","일본 ",2
"95","g30","서울","중국 ",1
"96","g30","서울","체코 ",2
"97","g30","서울","케냐 ",1
"98","g30","서울","쿠웨이트 ",1
"99","g30","서울","탄자니아 ",1
"100","g30","서울","태국 ",2
"101","g30","서울","프랑스 ",2
"102","g30","서울","피지 ",1
"103","g30","서울","필리핀 ",2
"104","g30","서울","홍콩 ",1
"105","g30","부산","대만 ",1
"106","g30","부산","인도네시아 ",1
"107","g30","부산","일본 ",2
"108","g30","부산","중국 ",1
"109","g30","부산","태국 ",1
"110","g30","부산","필리핀 ",2
"111","g30","대구","홍콩 ",1
"112","g30","인천","러시아 ",1
"113","g30","인천","미국 ",1
"114","g30","인천","오스트리아 ",1
"115","g30","인천","체코 ",1
"116","g30","인천","크로아티아 ",1
"117","g30","인천","필리핀 ",1
"118","g30","인천","헝가리 ",1
"119","g30","광주","중국 ",1
"120","g30","울산","미국 ",1
"121","g30","울산","스위스 ",1
"122","g30","울산","스페인 ",1
"123","g30","울산","싱가포르 ",1
"124","g30","울산","이탈리아 ",1
"125","g30","울산","프랑스 ",1
"126","g30","경기","괌 ",1
"127","g30","경기","독일 ",1
"128","g30","경기","말레이지아 ",1
"129","g30","경기","미국 ",1
"130","g30","경기","북마리아나 군도 ",1
"131","g30","경기","싱가포르 ",2
"132","g30","경기","오스트레일리아 ",1
"133","g30","경기","오스트리아 ",1
"134","g30","경기","일본 ",2
"135","g30","경기","중국 ",1
"136","g30","경기","체코 ",1
"137","g30","경기","크로아티아 ",1
"138","g30","경기","태국 ",2
"139","g30","경기","프랑스 ",1
"140","g30","경기","필리핀 ",2
"141","g30","경기","헝가리 ",1
"142","g30","충북","홍콩 ",1
"143","g30","충남","그리스 ",1
"144","g30","충남","이탈리아 ",1
"145","g30","충남","체코 ",1
"146","g30","충남","캄보디아 ",1
"147","g30","충남","크로아티아 ",1
"148","g30","충남","홍콩 ",1
"149","g30","전북","홍콩 ",1
"150","g30","전남","오스트레일리아 ",1
"151","g30","경북","일본 ",1
"152","g30","경북","프랑스 ",1
"153","g30","경남","독일 ",2
"154","g30","경남","오스트리아 ",1
"155","g30","경남","일본 ",1
"156","g30","경남","중국 ",1
"157","g30","경남","체코 ",1
"158","g30","경남","헝가리 ",1
"159","g30","제주","미국 ",1
"160","g30","제주","일본 ",1
"161","g40","서울","괌 ",2
"162","g40","서울","대만 ",2
"163","g40","서울","독일 ",1
"164","g40","서울","말레이지아 ",1
"165","g40","서울","미국 ",1
"166","g40","서울","베트남 ",1
"167","g40","서울","이탈리아 ",1
"168","g40","서울","일본 ",2
"169","g40","서울","중국 ",2
"170","g40","서울","태국 ",1
"171","g40","서울","홍콩 ",2
"172","g40","부산","베트남 ",1
"173","g40","부산","일본 ",1
"174","g40","부산","중국 ",1
"175","g40","부산","크로아티아 ",1
"176","g40","대구","대만 ",1
"177","g40","대구","몽골 ",1
"178","g40","대구","태국 ",1
"179","g40","대전","미국 ",1
"180","g40","대전","중국 ",1
"181","g40","울산","일본 ",1
"182","g40","경기","네덜란드 ",1
"183","g40","경기","독일 ",1
"184","g40","경기","미국 ",1
"185","g40","경기","베트남 ",2
"186","g40","경기","사이프러스 ",1
"187","g40","경기","스페인 ",1
"188","g40","경기","슬로베니아 ",1
"189","g40","경기","오스트리아 ",1
"190","g40","경기","이탈리아 ",1
"191","g40","경기","인도네시아 ",1
"192","g40","경기","일본 ",2
"193","g40","경기","중국 ",2
"194","g40","경기","체코 ",1
"195","g40","경기","캐나다 ",1
"196","g40","경기","크로아티아 ",1
"197","g40","경기","태국 ",1
"198","g40","경기","터어키 ",2
"199","g40","경기","필리핀 ",2
"200","g40","강원","일본 ",1
"201","g40","강원","캄보디아 ",1
"202","g40","충북","미국 ",1
"203","g40","충북","홍콩 ",1
"204","g40","충남","스위스 ",1
"205","g40","충남","영국 ",1
"206","g40","충남","이탈리아 ",1
"207","g40","충남","인도네시아 ",1
"208","g40","충남","일본 ",1
"209","g40","충남","중국 ",1
"210","g40","충남","프랑스 ",1
"211","g40","전남","중국 ",1
"212","g40","경북","일본 ",1
"213","g40","경북","중국 ",1
"214","g40","경남","일본 ",2
"215","g40","경남","중국 ",1
"216","g50","서울","대만 ",1
"217","g50","서울","독일 ",1
"218","g50","서울","라오스 ",1
"219","g50","서울","말레이지아 ",1
"220","g50","서울","미국 ",1
"221","g50","서울","베트남 ",1
"222","g50","서울","싱가포르 ",1
"223","g50","서울","알제리 ",1
"224","g50","서울","이탈리아 ",1
"225","g50","서울","일본 ",2
"226","g50","서울","중국 ",1
"227","g50","서울","태국 ",1
"228","g50","서울","홍콩 ",1
"229","g50","부산","베트남 ",1
"230","g50","부산","보스니아 헤르체고비나 ",1
"231","g50","부산","이탈리아 ",1
"232","g50","부산","일본 ",1
"233","g50","부산","중국 ",2
"234","g50","부산","태국 ",1
"235","g50","대구","뉴질랜드 ",1
"236","g50","대구","베트남 ",1
"237","g50","대구","오스트레일리아 ",1
"238","g50","대구","일본 ",1
"239","g50","대구","크로아티아 ",1
"240","g50","인천","일본 ",1
"241","g50","인천","중국 ",1
"242","g50","광주","중국 ",1
"243","g50","대전","말레이지아 ",1
"244","g50","대전","아랍에미리트 ",1
"245","g50","대전","일본 ",1
"246","g50","대전","중국 ",1
"247","g50","대전","캄보디아 ",1
"248","g50","울산","미얀마 ",1
"249","g50","울산","스위스 ",1
"250","g50","울산","이탈리아 ",1
"251","g50","울산","프랑스 ",1
"252","g50","경기","그리스 ",1
"253","g50","경기","대만 ",2
"254","g50","경기","라오스 ",1
"255","g50","경기","말레이지아 ",1
"256","g50","경기","모나코 ",1
"257","g50","경기","베트남 ",2
"258","g50","경기","스페인 ",1
"259","g50","경기","안도라 ",1
"260","g50","경기","일본 ",2
"261","g50","경기","중국 ",2
"262","g50","경기","캄보디아 ",2
"263","g50","경기","태국 ",2
"264","g50","경기","포르투갈 ",1
"265","g50","경기","프랑스 ",1
"266","g50","경기","필리핀 ",1
"267","g50","강원","베트남 ",1
"268","g50","강원","일본 ",1
"269","g50","강원","중국 ",1
"270","g50","강원","홍콩 ",2
"271","g50","충북","대만 ",1
"272","g50","충북","중국 ",1
"273","g50","충북","프랑스 ",1
"274","g50","충남","베트남 ",1
"275","g50","충남","중국 ",2
"276","g50","전북","대만 ",1
"277","g50","전북","독일 ",1
"278","g50","전북","베트남 ",1
"279","g50","전북","일본 ",1
"280","g50","전북","중국 ",2
"281","g50","전북","태국 ",1
"282","g50","전북","홍콩 ",1
"283","g50","전남","라오스 ",1
"284","g50","전남","스페인 ",1
"285","g50","전남","오스트리아 ",1
"286","g50","전남","일본 ",1
"287","g50","전남","중국 ",2
"288","g50","전남","체코 ",1
"289","g50","전남","크로아티아 ",1
"290","g50","전남","태국 ",2
"291","g50","전남","포르투갈 ",1
"292","g50","전남","필리핀 ",1
"293","g50","전남","헝가리 ",1
"294","g50","전남","홍콩 ",1
"295","g50","경북","대만 ",1
"296","g50","경북","일본 ",1
"297","g50","경북","중국 ",1
"298","g50","경북","필리핀 ",1
"299","g50","경남","미국 ",1
"300","g50","경남","베트남 ",1
"301","g50","경남","일본 ",1
"302","g50","경남","중국 ",1
"303","g50","제주","일본 ",1
"304","g50","제주","홍콩 ",1
"305","g60","서울","대만 ",1
"306","g60","서울","멕시코 ",1
"307","g60","서울","미국 ",2
"308","g60","서울","베트남 ",1
"309","g60","서울","브라질 ",1
"310","g60","서울","아르헨티나 ",1
"311","g60","서울","일본 ",2
"312","g60","서울","중국 ",2
"313","g60","서울","칠레 ",1
"314","g60","서울","캄보디아 ",1
"315","g60","서울","쿠바 ",1
"316","g60","서울","태국 ",1
"317","g60","서울","페루 ",1
"318","g60","서울","필리핀 ",1
"319","g60","부산","보스니아 헤르체고비나 ",1
"320","g60","부산","영국 ",1
"321","g60","부산","일본 ",1
"322","g60","부산","중국 ",1
"323","g60","부산","크로아티아 ",1
"324","g60","대구","미국 ",1
"325","g60","인천","중국 ",1
"326","g60","광주","중국 ",1
"327","g60","울산","미국 ",1
"328","g60","경기","노르웨이 ",1
"329","g60","경기","대만 ",1
"330","g60","경기","라오스 ",1
"331","g60","경기","러시아 ",1
"332","g60","경기","스웨덴 ",1
"333","g60","경기","인도네시아 ",1
"334","g60","경기","일본 ",2
"335","g60","경기","중국 ",2
"336","g60","경기","필리핀 ",1
"337","g60","강원","뉴질랜드 ",1
"338","g60","강원","마카오 ",1
"339","g60","강원","베트남 ",2
"340","g60","강원","일본 ",2
"341","g60","강원","중국 ",1
"342","g60","강원","홍콩 ",1
"343","g60","충북","중국 ",2
"344","g60","충남","일본 ",2
"345","g60","충남","중국 ",1
"346","g60","충남","태국 ",1
"347","g60","전북","독일 ",1
"348","g60","전북","오스트레일리아 ",1
"349","g60","전북","인도네시아 ",1
"350","g60","전북","일본 ",2
"351","g60","전북","중국 ",2
"352","g60","전북","체코 ",1
"353","g60","전북","헝가리 ",1
"354","g60","전남","네덜란드 ",1
"355","g60","전남","독일 ",1
"356","g60","전남","스위스 ",1
"357","g60","전남","오스트리아 ",1
"358","g60","전남","이탈리아 ",1
"359","g60","전남","체코 ",1
"360","g60","전남","프랑스 ",1
"361","g60","경북","대만 ",1
"362","g60","경북","베트남 ",1
"363","g60","경북","일본 ",1
"364","g60","경북","캄보디아 ",1
"365","g60","경남","네팔 ",1
"366","g60","경남","베트남 ",1
"367","g60","경남","영국 ",1
"368","g60","경남","인도 ",1
"369","g60","경남","일본 ",2
"370","g60","경남","중국 ",2
"371","g_over60","서울","괌 ",1
"372","g_over60","서울","독일 ",1
"373","g_over60","서울","러시아 ",1
"374","g_over60","서울","말타 ",1
"375","g_over60","서울","미국 ",1
"376","g_over60","서울","베트남 ",1
"377","g_over60","서울","스페인 ",1
"378","g_over60","서울","이탈리아 ",1
"379","g_over60","서울","일본 ",2
"380","g_over60","서울","중국 ",2
"381","g_over60","서울","프랑스 ",1
"382","g_over60","부산","베트남 ",1
"383","g_over60","부산","중국 ",1
"384","g_over60","경기","그리스 ",1
"385","g_over60","경기","이스라엘 ",1
"386","g_over60","경기","이집트 ",1
"387","g_over60","경기","일본 ",2
"388","g_over60","경기","중국 ",1
"389","g_over60","경기","태국 ",1
"390","g_over60","경기","필리핀 ",2
"391","g_over60","강원","대만 ",1
"392","g_over60","강원","중국 ",1
"393","g_over60","충북","일본 ",1
"394","g_over60","충남","이스라엘 ",1
"395","g_over60","충남","일본 ",1
"396","g_over60","충남","탄자니아 ",1
"397","g_over60","전남","일본 ",2
"398","g_over60","전남","중국 ",1
"399","g_over60","경남","일본 ",1
"400","g_over60","경남","중국 ",1
"401","g_over60","제주","태국 ",1
