"","age_cut","sido","q6_1","nn"
"66","g20","경남","232   ",1
"67","g20","경남","236   ",1
"68","g30","서울","008   ",1
"69","g30","서울","022   ",1
"70","g30","서울","030   ",2
"71","g30","서울","034   ",1
"72","g30","서울","052   ",1
"73","g30","서울","055   ",2
"74","g30","서울","068   ",1
"75","g30","서울","070   ",2
"76","g30","서울","082   ",2
"77","g30","서울","123   ",1
"78","g30","서울","149   ",1
"79","g30","서울","171   ",2
"80","g30","서울","176   ",2
"81","g30","서울","188   ",2
"82","g30","서울","207   ",2
"83","g30","서울","232   ",1
"84","g30","서울","236   ",1
"85","g30","부산","068   ",1
"86","g30","부산","128   ",1
"87","g30","대구","176   ",1
"88","g30","대구","207   ",1
"89","g30","대구","229   ",1
"90","g30","인천","039   ",1
"91","g30","인천","171   ",1
"92","g30","인천","176   ",1
"93","g30","광주","070   ",1
"94","g30","광주","171   ",1
"95","g30","경기","030   ",1
"96","g30","경기","034   ",1
"97","g30","경기","068   ",1
"98","g30","경기","070   ",2
"99","g30","경기","082   ",1
"100","g30","경기","122   ",1
"101","g30","경기","123   ",1
"102","g30","경기","128   ",2
"103","g30","경기","171   ",1
"104","g30","경기","176   ",2
"105","g30","경기","182   ",1
"106","g30","경기","188   ",1
"107","g30","경기","201   ",1
"108","g30","경기","207   ",1
"109","g30","경기","225   ",1
"110","g30","경기","227   ",1
"111","g30","경기","229   ",1
"112","g30","경기","232   ",1
"113","g30","경기","235   ",1
"114","g30","경기","236   ",1
"115","g30","충남","022   ",1
"116","g30","충남","207   ",1
"117","g30","전북","070   ",1
"118","g30","전북","171   ",1
"119","g30","전북","176   ",1
"120","g30","전남","128   ",1
"121","g30","경북","070   ",1
"122","g30","경남","030   ",1
"123","g30","경남","031   ",1
"124","g30","경남","121   ",1
"125","g30","경남","171   ",1
"126","g30","경남","207   ",1
"127","g40","서울","008   ",1
"128","g40","서울","030   ",1
"129","g40","서울","055   ",1
"130","g40","서울","070   ",2
"131","g40","서울","082   ",1
"132","g40","서울","171   ",2
"133","g40","서울","176   ",1
"134","g40","서울","188   ",2
"135","g40","서울","236   ",1
"136","g40","부산","055   ",1
"137","g40","부산","168   ",1
"138","g40","부산","171   ",1
"139","g40","대구","052   ",1
"140","g40","대구","082   ",1
"141","g40","대구","095   ",1
"142","g40","대구","176   ",1
"143","g40","대구","236   ",1
"144","g40","광주","069   ",1
"145","g40","광주","130   ",1
"146","g40","광주","219   ",1
"147","g40","대전","055   ",1
"148","g40","대전","128   ",1
"149","g40","대전","188   ",1
"150","g40","울산","082   ",1
"151","g40","경기","021   ",1
"152","g40","경기","030   ",1
"153","g40","경기","034   ",1
"154","g40","경기","055   ",1
"155","g40","경기","070   ",1
"156","g40","경기","082   ",1
"157","g40","경기","122   ",1
"158","g40","경기","130   ",1
"159","g40","경기","166   ",1
"160","g40","경기","170   ",1
"161","g40","경기","171   ",2
"162","g40","경기","176   ",2
"163","g40","경기","189   ",1
"164","g40","경기","207   ",2
"165","g40","경기","208   ",1
"166","g40","경기","229   ",1
"167","g40","경기","232   ",1
"168","g40","경기","236   ",1
"169","g40","강원","176   ",1
"170","g40","강원","236   ",1
"171","g40","충북","070   ",1
"172","g40","충북","227   ",1
"173","g40","충남","176   ",1
"174","g40","전북","236   ",1
"175","g40","전남","176   ",1
"176","g40","전남","236   ",1
"177","g40","경북","176   ",1
"178","g40","경북","207   ",1
"179","g40","경북","236   ",1
"180","g40","경남","176   ",1
"181","g40","경남","207   ",1
"182","g50","서울","034   ",1
"183","g50","서울","052   ",2
"184","g50","서울","070   ",1
"185","g50","서울","122   ",1
"186","g50","서울","124   ",1
"187","g50","서울","154   ",1
"188","g50","서울","170   ",1
"189","g50","서울","176   ",1
"190","g50","서울","189   ",1
"191","g50","서울","208   ",1
"192","g50","서울","227   ",1
"193","g50","서울","235   ",1
"194","g50","부산","171   ",1
"195","g50","부산","176   ",2
"196","g50","대구","030   ",1
"197","g50","대구","169   ",1
"198","g50","대구","171   ",1
"199","g50","대구","176   ",2
"200","g50","대구","207   ",1
"201","g50","대구","232   ",1
"202","g50","인천","176   ",1
"203","g50","인천","207   ",1
"204","g50","광주","128   ",1
"205","g50","광주","170   ",1
"206","g50","광주","176   ",1
"207","g50","광주","207   ",1
"208","g50","울산","176   ",1
"209","g50","경기","030   ",1
"210","g50","경기","052   ",1
"211","g50","경기","070   ",1
"212","g50","경기","082   ",1
"213","g50","경기","170   ",1
"214","g50","경기","171   ",2
"215","g50","경기","176   ",2
"216","g50","경기","207   ",2
"217","g50","경기","208   ",1
"218","g50","경기","232   ",1
"219","g50","경기","236   ",1
"220","g50","강원","122   ",2
"221","g50","강원","149   ",1
"222","g50","강원","168   ",1
"223","g50","강원","171   ",1
"224","g50","강원","176   ",1
"225","g50","강원","229   ",1
"226","g50","강원","232   ",1
"227","g50","충북","011   ",1
"228","g50","충북","128   ",1
"229","g50","충북","170   ",1
"230","g50","충북","176   ",1
"231","g50","충북","208   ",1
"232","g50","충남","055   ",1
"233","g50","전북","176   ",1
"234","g50","전북","189   ",1
"235","g50","전북","207   ",1
"236","g50","전북","232   ",1
"237","g50","전남","030   ",1
"238","g50","전남","071   ",1
"239","g50","전남","082   ",1
"240","g50","전남","176   ",2
"241","g50","전남","207   ",1
"242","g50","경북","082   ",1
"243","g50","경북","176   ",1
"244","g50","경북","188   ",1
"245","g50","경북","232   ",1
"246","g50","경남","055   ",1
"247","g50","경남","176   ",2
"248","g50","경남","207   ",1
"249","g50","경남","232   ",1
"250","g50","경남","236   ",1
"251","g50","제주","070   ",1
"252","g50","제주","153   ",1
"253","g60","서울","055   ",1
"254","g60","서울","070   ",1
"255","g60","서울","071   ",1
"256","g60","서울","082   ",1
"257","g60","서울","170   ",1
"258","g60","서울","171   ",1
"259","g60","서울","176   ",2
"260","g60","서울","232   ",1
"261","g60","서울","236   ",1
"262","g60","부산","082   ",1
"263","g60","부산","176   ",1
"264","g60","부산","188   ",1
"265","g60","광주","171   ",1
"266","g60","광주","176   ",1
"267","g60","대전","207   ",1
"268","g60","경기","008   ",1
"269","g60","경기","070   ",1
"270","g60","경기","082   ",1
"271","g60","경기","092   ",1
"272","g60","경기","171   ",1
"273","g60","경기","176   ",2
"274","g60","경기","188   ",1
"275","g60","경기","190   ",1
"276","g60","경기","195   ",1
"277","g60","경기","207   ",2
"278","g60","경기","208   ",1
"279","g60","경기","232   ",1
"280","g60","강원","070   ",1
"281","g60","강원","189   ",1
"282","g60","충남","082   ",1
"283","g60","충남","122   ",1
"284","g60","충남","149   ",1
"285","g60","충남","157   ",1
"286","g60","충남","166   ",1
"287","g60","충남","167   ",1
"288","g60","충남","168   ",1
"289","g60","충남","171   ",1
"290","g60","충남","176   ",1
"291","g60","충남","188   ",1
"292","g60","충남","208   ",1
"293","g60","충남","229   ",1
"294","g60","전북","069   ",1
"295","g60","전북","082   ",1
"296","g60","전북","176   ",2
"297","g60","전북","188   ",1
"298","g60","전북","207   ",1
"299","g60","전남","176   ",1
"300","g60","경북","176   ",1
"301","g60","경북","232   ",1
"302","g60","경남","082   ",1
"303","g60","경남","176   ",1
"304","g60","경남","207   ",1
"305","g_over60","서울","011   ",1
"306","g_over60","서울","023   ",1
"307","g_over60","서울","031   ",1
"308","g_over60","서울","034   ",2
"309","g_over60","서울","039   ",1
"310","g_over60","서울","069   ",1
"311","g_over60","서울","070   ",1
"312","g_over60","서울","083   ",1
"313","g_over60","서울","121   ",1
"314","g_over60","서울","122   ",1
"315","g_over60","서울","146   ",1
"316","g_over60","서울","149   ",1
"317","g_over60","서울","154   ",1
"318","g_over60","서울","167   ",1
"319","g_over60","서울","168   ",1
"320","g_over60","서울","176   ",2
"321","g_over60","서울","208   ",1
"322","g_over60","서울","229   ",1
"323","g_over60","서울","231   ",1
"324","g_over60","서울","232   ",1
"325","g_over60","대구","171   ",1
"326","g_over60","대구","207   ",1
"327","g_over60","경기","036   ",1
"328","g_over60","경기","052   ",1
"329","g_over60","경기","055   ",1
"330","g_over60","경기","070   ",1
"331","g_over60","경기","171   ",1
"332","g_over60","경기","176   ",1
"333","g_over60","충남","052   ",1
"334","g_over60","충남","176   ",1
"335","g_over60","충남","236   ",1
"336","g_over60","전북","034   ",1
"337","g_over60","전북","070   ",1
"338","g_over60","전북","082   ",1
"339","g_over60","전북","125   ",1
"340","g_over60","전북","154   ",1
"341","g_over60","전북","201   ",1
"342","g_over60","전북","235   ",1
"343","g_over60","전남","082   ",1
"344","g_over60","전남","171   ",1
"345","g_over60","제주","171   ",1
