"","date","place","CO2","O3","CO","SO2","TinyDust","MicroDust","Year","Month","Day","date2"
"3342",20170227,"공항대로",0.061,0.008,0.7,0.007,99,38,"2017","02","27",2017-02-27
"3343",20170227,"성동구",0.043,0.012,0.5,0.004,43,26,"2017","02","27",2017-02-27
"3344",20170227,"강남구",0.051,0.007,0.6,0.005,44,27,"2017","02","27",2017-02-27
"3345",20170227,"한강대로",0.056,0.01,0.7,0.005,50,27,"2017","02","27",2017-02-27
"3346",20170227,"청계천로",0.053,0.011,0.6,0.005,38,25,"2017","02","27",2017-02-27
"3347",20170227,"마포구",0.049,0.014,0.8,0.004,36,25,"2017","02","27",2017-02-27
"3348",20170227,"화랑로",0.047,0.009,0.7,0.006,54,28,"2017","02","27",2017-02-27
"3349",20170227,"천호대로",0.054,0.009,0.8,0.005,41,24,"2017","02","27",2017-02-27
"3350",20170227,"노원구",0.042,0.016,0.8,0.004,34,23,"2017","02","27",2017-02-27
"3351",20170227,"영등포구",0.032,0.01,0.8,0.005,41,23,"2017","02","27",2017-02-27
"3352",20170227,"중랑구",0.038,0.015,0.5,0.005,42,23,"2017","02","27",2017-02-27
"3353",20170227,"정릉로",0.037,0.014,0.7,0.007,46,23,"2017","02","27",2017-02-27
"3354",20170227,"구로구",0.034,0.012,0.7,0.007,42,25,"2017","02","27",2017-02-27
"3355",20170226,"중구",0.034,0.023,0.5,0.005,46,33,"2017","02","26",2017-02-26
"3356",20170226,"서초구",0.031,0.021,0.7,0.005,55,36,"2017","02","26",2017-02-26
"3357",20170226,"구로구",0.023,0.02,0.6,0.007,47,30,"2017","02","26",2017-02-26
"3358",20170226,"동작대로",0.057,0.013,0.8,0.007,72,52,"2017","02","26",2017-02-26
"3359",20170226,"중랑구",0.029,0.022,0.5,0.005,46,27,"2017","02","26",2017-02-26
"3360",20170226,"강동구",0.033,0.02,0.7,0.004,47,33,"2017","02","26",2017-02-26
"3361",20170226,"신촌로",0.051,0.009,1.1,0.005,57,36,"2017","02","26",2017-02-26
"3362",20170226,"관악구",0.038,0.023,0.7,0.007,48,37,"2017","02","26",2017-02-26
"3363",20170226,"도봉구",0.025,0.024,0.6,0.005,42,24,"2017","02","26",2017-02-26
"3364",20170226,"도산대로",0.034,0.016,0.8,0.006,49,32,"2017","02","26",2017-02-26
"3365",20170226,"양천구",0.03,0.017,0.7,0.005,51,39,"2017","02","26",2017-02-26
"3366",20170226,"금천구",0.034,0.021,0.7,0.004,48,35,"2017","02","26",2017-02-26
"3367",20170226,"강남구",0.032,0.019,0.6,0.005,52,39,"2017","02","26",2017-02-26
"3368",20170226,"공항대로",0.038,0.015,0.6,0.006,83,44,"2017","02","26",2017-02-26
"3369",20170226,"영등포로",0.044,0.013,0.6,0.007,64,43,"2017","02","26",2017-02-26
"3370",20170226,"송파구",0.031,0.023,0.7,0.005,40,28,"2017","02","26",2017-02-26
"3371",20170226,"동작구",0.034,0.025,0.6,0.005,47,33,"2017","02","26",2017-02-26
"3372",20170226,"강남대로",0.053,0.011,0.9,0.006,63,38,"2017","02","26",2017-02-26
"3373",20170226,"마포구",0.037,0.019,0.8,0.004,54,39,"2017","02","26",2017-02-26
"3374",20170226,"광진구",0.029,0.037,0.7,0.004,48,38,"2017","02","26",2017-02-26
"3375",20170226,"용산구",0.029,0.016,0.6,0.004,43,33,"2017","02","26",2017-02-26
"3376",20170226,"영등포구",0.021,0.017,0.8,0.005,52,29,"2017","02","26",2017-02-26
"3377",20170226,"한강대로",0.04,0.016,0.6,0.005,63,39,"2017","02","26",2017-02-26
"3378",20170226,"성북구",0.033,0.023,0.9,0.004,41,30,"2017","02","26",2017-02-26
"3379",20170226,"강북구",0.019,0.031,0.6,0.004,37,26,"2017","02","26",2017-02-26
"3380",20170226,"강변북로",0.045,0.012,0.6,0.005,62,42,"2017","02","26",2017-02-26
"3381",20170226,"화랑로",0.038,0.014,0.7,0.005,54,32,"2017","02","26",2017-02-26
"3382",20170226,"종로구",0.029,0.025,0.6,0.004,44,32,"2017","02","26",2017-02-26
"3383",20170226,"정릉로",0.035,0.017,0.7,0.007,56,27,"2017","02","26",2017-02-26
"3384",20170226,"종로",0.03,0.017,0.4,0.004,52,38,"2017","02","26",2017-02-26
"3385",20170226,"노원구",0.031,0.025,0.7,0.004,41,30,"2017","02","26",2017-02-26
"3386",20170226,"천호대로",0.047,0.012,0.8,0.005,49,36,"2017","02","26",2017-02-26
"3387",20170226,"성동구",0.03,0.019,0.5,0.004,47,33,"2017","02","26",2017-02-26
"3388",20170226,"강서구",0.03,0.024,0.6,0.006,54,33,"2017","02","26",2017-02-26
"3389",20170226,"홍릉로",0.04,0.016,0.5,0.006,52,40,"2017","02","26",2017-02-26
"3390",20170226,"청계천로",0.034,0.02,0.4,0.005,48,38,"2017","02","26",2017-02-26
"3391",20170226,"은평구",0.024,0.025,0.5,0.004,39,25,"2017","02","26",2017-02-26
"3392",20170226,"동대문구",0.029,0.024,0.5,0.005,49,27,"2017","02","26",2017-02-26
"3393",20170226,"서대문구",0.026,0.02,0.6,0.006,51,28,"2017","02","26",2017-02-26
"3394",20170225,"노원구",0.044,0.017,0.8,0.005,43,30,"2017","02","25",2017-02-25
"3395",20170225,"강북구",0.033,0.024,0.7,0.005,39,27,"2017","02","25",2017-02-25
"3396",20170225,"금천구",0.039,0.019,0.7,0.005,46,33,"2017","02","25",2017-02-25
"3397",20170225,"관악구",0.046,0.019,0.7,0.009,47,36,"2017","02","25",2017-02-25
"3398",20170225,"동작대로",0.055,0.016,0.9,0.008,70,48,"2017","02","25",2017-02-25
"3399",20170225,"강서구",0.037,0.022,0.6,0.007,49,29,"2017","02","25",2017-02-25
"3400",20170225,"강동구",0.041,0.017,0.7,0.005,48,31,"2017","02","25",2017-02-25
"3401",20170225,"동작구",0.033,0.027,0.6,0.006,43,30,"2017","02","25",2017-02-25
"3402",20170225,"강변북로",0.052,0.01,0.6,0.006,62,40,"2017","02","25",2017-02-25
"3403",20170225,"구로구",0.027,0.018,0.7,0.008,47,28,"2017","02","25",2017-02-25
"3404",20170225,"종로구",0.043,0.018,0.7,0.005,45,31,"2017","02","25",2017-02-25
"3405",20170225,"홍릉로",0.051,0.013,0.6,0.006,52,39,"2017","02","25",2017-02-25
"3406",20170225,"신촌로",0.059,0.007,1.2,0.007,55,32,"2017","02","25",2017-02-25
"3407",20170225,"천호대로",0.051,0.013,0.8,0.005,45,33,"2017","02","25",2017-02-25
"3408",20170225,"강남대로",0.056,0.011,0.9,0.006,61,33,"2017","02","25",2017-02-25
"3409",20170225,"성동구",0.038,0.017,0.5,0.005,46,29,"2017","02","25",2017-02-25
"3410",20170225,"광진구",0.037,0.032,0.8,0.005,45,33,"2017","02","25",2017-02-25
"3411",20170225,"정릉로",0.035,0.016,0.7,0.007,53,28,"2017","02","25",2017-02-25
"3412",20170225,"한강대로",0.051,0.012,0.7,0.006,65,38,"2017","02","25",2017-02-25
"3413",20170225,"영등포구",0.024,0.016,0.7,0.005,51,29,"2017","02","25",2017-02-25
"3414",20170225,"서초구",0.032,0.023,0.6,0.006,49,33,"2017","02","25",2017-02-25
"3415",20170225,"중랑구",0.043,0.015,0.6,0.006,49,29,"2017","02","25",2017-02-25
"3416",20170225,"동대문구",0.036,0.02,0.5,0.006,51,28,"2017","02","25",2017-02-25
"3417",20170225,"강남구",0.034,0.021,0.6,0.006,50,32,"2017","02","25",2017-02-25
"3418",20170225,"청계천로",0.051,0.014,0.5,0.005,48,37,"2017","02","25",2017-02-25
"3419",20170225,"도산대로",0.041,0.014,0.8,0.006,49,32,"2017","02","25",2017-02-25
"3420",20170225,"종로",0.045,0.011,0.5,0.004,51,38,"2017","02","25",2017-02-25
"3421",20170225,"성북구",0.046,0.017,1,0.005,39,27,"2017","02","25",2017-02-25
"3422",20170225,"공항대로",0.052,0.012,0.7,0.007,80,39,"2017","02","25",2017-02-25
"3423",20170225,"영등포로",0.063,0.008,0.8,0.007,66,41,"2017","02","25",2017-02-25
"3424",20170225,"서대문구",0.032,0.016,0.7,0.006,52,27,"2017","02","25",2017-02-25
"3425",20170225,"마포구",0.043,0.018,0.8,0.005,49,34,"2017","02","25",2017-02-25
"3426",20170225,"화랑로",0.043,0.013,0.7,0.006,54,34,"2017","02","25",2017-02-25
"3427",20170225,"양천구",0.039,0.013,0.7,0.006,46,35,"2017","02","25",2017-02-25
"3428",20170225,"용산구",0.035,0.014,0.6,0.005,44,33,"2017","02","25",2017-02-25
"3429",20170225,"은평구",0.036,0.018,0.6,0.005,43,26,"2017","02","25",2017-02-25
"3430",20170225,"도봉구",0.037,0.018,0.7,0.005,46,26,"2017","02","25",2017-02-25
"3431",20170225,"중구",0.044,0.018,0.6,0.005,46,31,"2017","02","25",2017-02-25
"3432",20170225,"송파구",0.038,0.021,0.7,0.005,42,33,"2017","02","25",2017-02-25
"3433",20170224,"마포구",0.034,0.022,0.5,0.004,29,20,"2017","02","24",2017-02-24
"3434",20170224,"강남구",0.027,0.024,0.4,0.005,30,19,"2017","02","24",2017-02-24
"3435",20170224,"강서구",0.034,0.021,0.4,0.007,34,17,"2017","02","24",2017-02-24
"3436",20170224,"성북구",0.032,0.024,0.7,0.004,27,16,"2017","02","24",2017-02-24
"3437",20170224,"도봉구",0.023,0.025,0.5,0.005,28,17,"2017","02","24",2017-02-24
"3438",20170224,"송파구",0.027,0.028,0.5,0.005,27,18,"2017","02","24",2017-02-24
"3439",20170224,"양천구",0.033,0.014,0.5,0.005,29,20,"2017","02","24",2017-02-24
"3440",20170224,"관악구",0.037,0.023,0.5,0.008,28,15,"2017","02","24",2017-02-24
"3441",20170224,"종로구",0.033,0.025,0.5,0.005,27,16,"2017","02","24",2017-02-24
"3442",20170224,"광진구",0.028,0.041,0.5,0.006,28,16,"2017","02","24",2017-02-24
"3443",20170224,"한강대로",0.048,0.015,0.5,0.005,42,23,"2017","02","24",2017-02-24
"3444",20170224,"청계천로",0.04,0.019,0.4,0.005,29,18,"2017","02","24",2017-02-24
"3445",20170224,"구로구",0.023,0.02,0.5,0.007,29,17,"2017","02","24",2017-02-24
"3446",20170224,"금천구",0.036,0.021,0.5,0.005,27,19,"2017","02","24",2017-02-24
"3447",20170224,"공항대로",0.05,0.013,0.5,0.006,68,24,"2017","02","24",2017-02-24
"3448",20170224,"노원구",0.028,0.029,0.5,0.004,23,17,"2017","02","24",2017-02-24
"3449",20170224,"강북구",0.025,0.028,0.5,0.004,23,15,"2017","02","24",2017-02-24
"3450",20170224,"중랑구",0.033,0.021,0.4,0.006,31,18,"2017","02","24",2017-02-24
"3451",20170224,"동대문구",0.039,0.018,0.4,0.005,29,16,"2017","02","24",2017-02-24
"3452",20170224,"동작구",0.029,0.028,0.4,0.005,25,17,"2017","02","24",2017-02-24
"3453",20170224,"강남대로",0.057,0.013,0.7,0.006,43,22,"2017","02","24",2017-02-24
"3454",20170224,"은평구",0.025,0.028,0.4,0.004,29,17,"2017","02","24",2017-02-24
"3455",20170224,"종로",0.036,0.017,0.4,0.004,30,20,"2017","02","24",2017-02-24
"3456",20170224,"강변북로",0.049,0.012,0.4,0.005,41,23,"2017","02","24",2017-02-24
"3457",20170224,"영등포로",0.053,0.013,0.5,0.007,37,22,"2017","02","24",2017-02-24
"3458",20170224,"영등포구",0.021,0.018,0.5,0.005,32,19,"2017","02","24",2017-02-24
"3459",20170224,"동작대로",0.052,0.015,0.6,0.008,46,30,"2017","02","24",2017-02-24
"3460",20170224,"용산구",0.03,0.017,0.4,0.005,24,16,"2017","02","24",2017-02-24
"3461",20170224,"정릉로",0.029,0.023,0.5,0.006,34,17,"2017","02","24",2017-02-24
"3462",20170224,"서대문구",0.026,0.02,0.6,0.006,31,18,"2017","02","24",2017-02-24
"3463",20170224,"강동구",0.032,0.022,0.5,0.005,33,21,"2017","02","24",2017-02-24
"3464",20170224,"홍릉로",0.044,0.017,0.4,0.006,33,19,"2017","02","24",2017-02-24
"3465",20170224,"도산대로",0.033,0.017,0.6,0.006,31,19,"2017","02","24",2017-02-24
"3466",20170224,"서초구",0.029,0.023,0.4,0.005,30,17,"2017","02","24",2017-02-24
"3467",20170224,"천호대로",0.045,0.016,0.6,0.005,31,20,"2017","02","24",2017-02-24
"3468",20170224,"신촌로",0.054,0.008,0.9,0.006,37,22,"2017","02","24",2017-02-24
"3469",20170224,"화랑로",0.041,0.016,0.5,0.006,37,21,"2017","02","24",2017-02-24
"3470",20170224,"성동구",0.03,0.021,0.4,0.004,27,18,"2017","02","24",2017-02-24
"3471",20170224,"중구",0.033,0.023,0.4,0.004,28,17,"2017","02","24",2017-02-24
"3472",20170223,"은평구",0.016,0.04,0.3,0.004,27,16,"2017","02","23",2017-02-23
"3473",20170223,"동작구",0.017,0.038,0.4,0.004,30,20,"2017","02","23",2017-02-23
"3474",20170223,"정릉로",0.024,0.028,0.5,0.006,44,21,"2017","02","23",2017-02-23
"3475",20170223,"서초구",0.017,0.034,0.4,0.004,36,23,"2017","02","23",2017-02-23
"3476",20170223,"구로구",0.013,0.029,0.4,0.006,35,21,"2017","02","23",2017-02-23
"3477",20170223,"강서구",0.015,0.038,0.4,0.006,37,19,"2017","02","23",2017-02-23
"3478",20170223,"종로구",0.017,0.035,0.4,0.004,32,20,"2017","02","23",2017-02-23
"3479",20170223,"서대문구",0.017,0.031,0.5,0.005,37,21,"2017","02","23",2017-02-23
"3480",20170223,"관악구",0.023,0.032,0.5,0.006,29,19,"2017","02","23",2017-02-23
"3481",20170223,"한강대로",0.037,0.023,0.5,0.004,47,26,"2017","02","23",2017-02-23
"3482",20170223,"공항대로",0.025,0.027,0.4,0.005,57,23,"2017","02","23",2017-02-23
"3483",20170223,"마포구",0.023,0.03,0.5,0.004,35,23,"2017","02","23",2017-02-23
"3484",20170223,"영등포구",0.016,0.024,0.5,0.005,38,21,"2017","02","23",2017-02-23
"3485",20170223,"중구",0.017,0.034,0.4,0.004,33,21,"2017","02","23",2017-02-23
"3486",20170223,"강동구",0.019,0.03,0.5,0.004,40,25,"2017","02","23",2017-02-23
"3487",20170223,"신촌로",0.04,0.014,0.8,0.004,39,23,"2017","02","23",2017-02-23
"3488",20170223,"강변북로",0.034,0.021,0.3,0.005,45,30,"2017","02","23",2017-02-23
"3489",20170223,"용산구",0.018,0.025,0.4,0.004,30,20,"2017","02","23",2017-02-23
"3490",20170223,"강남구",0.018,0.03,0.4,0.005,39,23,"2017","02","23",2017-02-23
"3491",20170223,"양천구",0.022,0.023,0.5,0.005,33,23,"2017","02","23",2017-02-23
"3492",20170223,"천호대로",0.036,0.021,0.6,0.004,35,23,"2017","02","23",2017-02-23
"3493",20170223,"강남대로",0.045,0.018,0.6,0.005,53,27,"2017","02","23",2017-02-23
"3494",20170223,"금천구",0.02,0.033,0.4,0.004,32,20,"2017","02","23",2017-02-23
"3495",20170223,"중랑구",0.019,0.031,0.4,0.005,37,23,"2017","02","23",2017-02-23
"3496",20170223,"영등포로",0.033,0.023,0.4,0.006,42,23,"2017","02","23",2017-02-23
"3497",20170223,"동작대로",0.044,0.019,0.6,0.008,47,32,"2017","02","23",2017-02-23
"3498",20170223,"성북구",0.017,0.034,0.7,0.004,33,18,"2017","02","23",2017-02-23
"3499",20170223,"청계천로",0.022,0.031,0.3,0.004,35,23,"2017","02","23",2017-02-23
"3500",20170223,"성동구",0.017,0.031,0.4,0.004,35,24,"2017","02","23",2017-02-23
"3501",20170223,"동대문구",0.014,0.025,0.6,0.004,38,20,"2017","02","23",2017-02-23
"3502",20170223,"화랑로",0.033,0.022,0.5,0.005,43,25,"2017","02","23",2017-02-23
"3503",20170223,"홍릉로",0.036,0.023,0.4,0.006,42,24,"2017","02","23",2017-02-23
"3504",20170223,"종로",0.017,0.026,0.3,0.004,36,22,"2017","02","23",2017-02-23
"3505",20170223,"도산대로",0.023,0.023,0.5,0.005,38,23,"2017","02","23",2017-02-23
"3506",20170223,"광진구",0.017,0.04,0.5,0.004,35,21,"2017","02","23",2017-02-23
"3507",20170223,"노원구",0.016,0.038,0.5,0.004,29,21,"2017","02","23",2017-02-23
"3508",20170223,"강북구",0.009,0.043,0.4,0.004,28,18,"2017","02","23",2017-02-23
"3509",20170223,"도봉구",0.009,0.034,0.3,0.005,35,19,"2017","02","23",2017-02-23
"3510",20170223,"송파구",0.017,0.037,0.4,0.005,35,24,"2017","02","23",2017-02-23
"3511",20170222,"구로구",0.033,0.006,0.7,0.006,41,27,"2017","02","22",2017-02-22
"3512",20170222,"관악구",0.054,0.008,0.7,0.005,37,30,"2017","02","22",2017-02-22
"3513",20170222,"강남대로",0.07,0.005,0.9,0.006,55,32,"2017","02","22",2017-02-22
"3514",20170222,"신촌로",0.052,0.005,0.9,0.005,41,26,"2017","02","22",2017-02-22
"3515",20170222,"홍릉로",0.053,0.004,0.5,0.005,44,37,"2017","02","22",2017-02-22
"3516",20170222,"강서구",0.047,0.007,0.7,0.006,50,30,"2017","02","22",2017-02-22
"3517",20170222,"강남구",0.044,0.005,0.6,0.004,41,28,"2017","02","22",2017-02-22
"3518",20170222,"광진구",0.044,0.01,0.7,0.005,38,29,"2017","02","22",2017-02-22
"3519",20170222,"한강대로",0.053,0.005,0.6,0.004,48,32,"2017","02","22",2017-02-22
"3520",20170222,"도봉구",0.042,0.009,0.7,0.004,39,24,"2017","02","22",2017-02-22
"3521",20170222,"서초구",0.042,0.008,0.8,0.004,44,31,"2017","02","22",2017-02-22
"3522",20170222,"영등포구",0.03,0.007,0.8,0.005,44,26,"2017","02","22",2017-02-22
"3523",20170222,"서대문구",0.029,0.015,0.6,0.005,38,24,"2017","02","22",2017-02-22
"3524",20170222,"정릉로",0.036,0.008,0.7,0.006,47,25,"2017","02","22",2017-02-22
"3525",20170222,"종로구",0.045,0.008,0.6,0.003,36,28,"2017","02","22",2017-02-22
"3526",20170222,"송파구",0.043,0.008,0.8,0.005,40,29,"2017","02","22",2017-02-22
"3527",20170222,"마포구",0.046,0.008,0.7,0.003,39,30,"2017","02","22",2017-02-22
"3528",20170222,"용산구",0.04,0.006,0.6,0.004,36,27,"2017","02","22",2017-02-22
"3529",20170222,"양천구",0.044,0.006,0.8,0.006,46,38,"2017","02","22",2017-02-22
"3530",20170222,"화랑로",0.045,0.006,0.8,0.005,51,30,"2017","02","22",2017-02-22
"3531",20170222,"금천구",0.051,0.008,0.7,0.004,40,32,"2017","02","22",2017-02-22
"3532",20170222,"종로",0.054,0.006,0.6,0.004,46,38,"2017","02","22",2017-02-22
"3533",20170222,"강변북로",0.044,0.006,0.5,0.004,47,31,"2017","02","22",2017-02-22
"3534",20170222,"강북구",0.036,0.013,0.6,0.004,30,24,"2017","02","22",2017-02-22
"3535",20170222,"성북구",0.05,0.008,1,0.003,32,30,"2017","02","22",2017-02-22
"3536",20170222,"영등포로",0.057,0.004,0.7,0.007,57,39,"2017","02","22",2017-02-22
"3537",20170222,"동대문구",0.045,0.005,0.8,0.004,41,26,"2017","02","22",2017-02-22
"3538",20170222,"은평구",0.027,0.017,0.5,0.004,39,21,"2017","02","22",2017-02-22
"3539",20170222,"동작구",0.048,0.008,0.6,0.004,36,29,"2017","02","22",2017-02-22
"3540",20170222,"동작대로",0.062,0.006,0.8,0.006,57,44,"2017","02","22",2017-02-22
"3541",20170222,"성동구",0.041,0.007,0.6,0.004,39,26,"2017","02","22",2017-02-22
"3542",20170222,"도산대로",0.045,0.005,0.9,0.005,43,28,"2017","02","22",2017-02-22
"3543",20170222,"천호대로",0.055,0.003,0.8,0.004,46,34,"2017","02","22",2017-02-22
"3544",20170222,"중구",0.049,0.008,0.6,0.004,36,28,"2017","02","22",2017-02-22
"3545",20170222,"강동구",0.043,0.006,0.6,0.004,44,30,"2017","02","22",2017-02-22
"3546",20170222,"공항대로",0.053,0.006,0.7,0.006,74,43,"2017","02","22",2017-02-22
"3547",20170222,"청계천로",0.051,0.007,0.6,0.005,39,33,"2017","02","22",2017-02-22
"3548",20170222,"노원구",0.05,0.009,0.9,0.004,41,32,"2017","02","22",2017-02-22
"3549",20170222,"중랑구",0.043,0.008,0.5,0.005,41,27,"2017","02","22",2017-02-22
"3550",20170221,"강남대로",0.074,0.008,0.9,0.006,64,34,"2017","02","21",2017-02-21
"3551",20170221,"중랑구",0.038,0.015,0.4,0.005,43,25,"2017","02","21",2017-02-21
"3552",20170221,"종로",0.054,0.01,0.6,0.004,49,36,"2017","02","21",2017-02-21
"3553",20170221,"종로구",0.048,0.013,0.7,0.004,42,28,"2017","02","21",2017-02-21
"3554",20170221,"강북구",0.039,0.015,0.6,0.004,34,23,"2017","02","21",2017-02-21
"3555",20170221,"송파구",0.04,0.016,0.6,0.005,47,33,"2017","02","21",2017-02-21
"3556",20170221,"금천구",0.05,0.012,0.7,0.005,47,35,"2017","02","21",2017-02-21
"3557",20170221,"강서구",0.047,0.013,0.6,0.007,59,29,"2017","02","21",2017-02-21
"3558",20170221,"한강대로",0.057,0.009,0.7,0.005,62,36,"2017","02","21",2017-02-21
"3559",20170221,"도산대로",0.05,0.009,0.8,0.006,54,31,"2017","02","21",2017-02-21
"3560",20170221,"동대문구",0.045,0.012,0.8,0.005,48,25,"2017","02","21",2017-02-21
"3561",20170221,"서대문구",0.034,0.015,0.6,0.006,50,29,"2017","02","21",2017-02-21
"3562",20170221,"구로구",0.033,0.01,0.6,0.007,54,30,"2017","02","21",2017-02-21
"3563",20170221,"서초구",0.043,0.011,0.7,0.005,57,33,"2017","02","21",2017-02-21
"3564",20170221,"영등포로",0.061,0.01,0.6,0.007,66,39,"2017","02","21",2017-02-21
"3565",20170221,"중구",0.052,0.01,0.6,0.004,47,30,"2017","02","21",2017-02-21
"3566",20170221,"청계천로",0.054,0.01,0.6,0.005,46,32,"2017","02","21",2017-02-21
"3567",20170221,"강동구",0.042,0.014,0.6,0.004,53,30,"2017","02","21",2017-02-21
"3568",20170221,"성북구",0.049,0.013,0.9,0.004,36,26,"2017","02","21",2017-02-21
"3569",20170221,"화랑로",0.046,0.011,0.7,0.005,55,32,"2017","02","21",2017-02-21
"3570",20170221,"천호대로",0.055,0.009,0.7,0.005,48,27,"2017","02","21",2017-02-21
"3571",20170221,"광진구",0.041,0.017,0.6,0.006,40,28,"2017","02","21",2017-02-21
"3572",20170221,"강남구",0.045,0.011,0.6,0.005,51,28,"2017","02","21",2017-02-21
"3573",20170221,"홍릉로",0.053,0.011,0.5,0.006,46,32,"2017","02","21",2017-02-21
"3574",20170221,"도봉구",0.04,0.013,0.6,0.005,41,23,"2017","02","21",2017-02-21
"3575",20170221,"성동구",0.043,0.013,0.6,0.004,46,30,"2017","02","21",2017-02-21
"3576",20170221,"은평구",0.026,0.014,0.6,0.004,41,25,"2017","02","21",2017-02-21
"3577",20170221,"영등포구",0.032,0.01,0.8,0.005,57,30,"2017","02","21",2017-02-21
"3578",20170221,"동작구",0.051,0.012,0.7,0.004,41,29,"2017","02","21",2017-02-21
"3579",20170221,"공항대로",0.058,0.008,0.7,0.007,82,38,"2017","02","21",2017-02-21
"3580",20170221,"동작대로",0.067,0.008,0.9,0.007,74,48,"2017","02","21",2017-02-21
"3581",20170221,"용산구",0.039,0.011,0.6,0.004,40,26,"2017","02","21",2017-02-21
"3582",20170221,"양천구",0.043,0.009,0.7,0.006,49,33,"2017","02","21",2017-02-21
"3583",20170221,"강변북로",0.051,0.01,0.5,0.005,62,38,"2017","02","21",2017-02-21
"3584",20170221,"노원구",0.043,0.017,0.7,0.004,35,25,"2017","02","21",2017-02-21
"3585",20170221,"마포구",0.051,0.012,0.8,0.004,48,32,"2017","02","21",2017-02-21
"3586",20170221,"정릉로",0.048,0.008,0.7,0.007,59,28,"2017","02","21",2017-02-21
"3587",20170221,"신촌로",0.06,0.008,1.1,0.008,56,32,"2017","02","21",2017-02-21
"3588",20170221,"관악구",0.06,0.011,0.7,0.008,46,34,"2017","02","21",2017-02-21
"3589",20170220,"도봉구",0.013,0.031,0.3,0.005,43,19,"2017","02","20",2017-02-20
"3590",20170220,"영등포구",0.017,0.021,0.6,0.004,50,22,"2017","02","20",2017-02-20
"3591",20170220,"양천구",0.02,0.022,0.5,0.005,41,23,"2017","02","20",2017-02-20
"3592",20170220,"관악구",0.025,0.027,0.4,0.005,46,23,"2017","02","20",2017-02-20
"3593",20170220,"은평구",0.014,0.036,0.7,0.004,46,20,"2017","02","20",2017-02-20
"3594",20170220,"강북구",0.011,0.04,0.4,0.003,34,17,"2017","02","20",2017-02-20
"3595",20170220,"신촌로",0.038,0.015,0.7,0.004,50,27,"2017","02","20",2017-02-20
"3596",20170220,"종로구",0.018,0.032,0.4,0.003,37,19,"2017","02","20",2017-02-20
"3597",20170220,"천호대로",0.037,0.018,0.6,0.004,42,24,"2017","02","20",2017-02-20
"3598",20170220,"강남구",0.018,0.028,0.4,0.004,50,25,"2017","02","20",2017-02-20
"3599",20170220,"성동구",0.017,0.029,0.4,0.003,45,26,"2017","02","20",2017-02-20
"3600",20170220,"강변북로",0.032,0.02,0.3,0.004,55,29,"2017","02","20",2017-02-20
"3601",20170220,"성북구",0.02,0.03,0.6,0.003,40,24,"2017","02","20",2017-02-20
"3602",20170220,"중구",0.016,0.033,0.3,0.003,40,20,"2017","02","20",2017-02-20
"3603",20170220,"용산구",0.02,0.024,0.3,0.003,37,20,"2017","02","20",2017-02-20
"3604",20170220,"마포구",0.02,0.029,0.5,0.003,41,24,"2017","02","20",2017-02-20
"3605",20170220,"공항대로",0.026,0.024,0.5,0.006,78,25,"2017","02","20",2017-02-20
"3606",20170220,"동작구",0.017,0.036,0.4,0.003,38,20,"2017","02","20",2017-02-20
"3607",20170220,"서초구",0.016,0.033,0.4,0.004,48,25,"2017","02","20",2017-02-20
"3608",20170220,"영등포로",0.032,0.021,0.4,0.006,54,25,"2017","02","20",2017-02-20
"3609",20170220,"서대문구",0.016,0.034,0.5,0.005,50,21,"2017","02","20",2017-02-20
"3610",20170220,"동작대로",0.04,0.02,0.5,0.006,56,33,"2017","02","20",2017-02-20
"3611",20170220,"강동구",0.019,0.029,0.4,0.004,48,26,"2017","02","20",2017-02-20
"3612",20170220,"화랑로",0.034,0.02,0.5,0.005,50,24,"2017","02","20",2017-02-20
"3613",20170220,"한강대로",0.028,0.026,0.4,0.004,59,28,"2017","02","20",2017-02-20
"3614",20170220,"중랑구",0.02,0.028,0.4,0.005,45,24,"2017","02","20",2017-02-20
"3615",20170220,"홍릉로",0.033,0.021,0.3,0.005,46,24,"2017","02","20",2017-02-20
"3616",20170220,"청계천로",0.022,0.028,0.3,0.004,41,23,"2017","02","20",2017-02-20
"3617",20170220,"강서구",0.016,0.034,0.4,0.005,50,21,"2017","02","20",2017-02-20
"3618",20170220,"정릉로",0.029,0.022,0.5,0.006,54,22,"2017","02","20",2017-02-20
"3619",20170220,"종로",0.017,0.026,0.3,0.003,41,23,"2017","02","20",2017-02-20
"3620",20170220,"동대문구",0.017,0.025,0.6,0.004,46,21,"2017","02","20",2017-02-20
"3621",20170220,"도산대로",0.023,0.022,0.6,0.005,49,25,"2017","02","20",2017-02-20
"3622",20170220,"구로구",0.012,0.026,0.4,0.006,45,23,"2017","02","20",2017-02-20
"3623",20170220,"강남대로",0.041,0.018,0.6,0.005,63,27,"2017","02","20",2017-02-20
"3624",20170220,"광진구",0.02,0.034,0.4,0.004,42,20,"2017","02","20",2017-02-20
"3625",20170220,"노원구",0.017,0.035,0.5,0.003,34,18,"2017","02","20",2017-02-20
"3626",20170220,"금천구",0.02,0.031,0.4,0.003,41,22,"2017","02","20",2017-02-20
"3627",20170220,"송파구",0.018,0.034,0.4,0.004,44,26,"2017","02","20",2017-02-20
"3628",20170219,"종로",0.052,0.009,0.5,0.004,49,34,"2017","02","19",2017-02-19
"3629",20170219,"동대문구",0.037,0.013,0.7,0.005,48,26,"2017","02","19",2017-02-19
